pl_name,hostname,pl_orbper,pl_rade,pl_bmasse,pl_eqt,ra,dec,st_teff,st_rad,st_mass,sy_dist,disc_year,discoverymethod
EPIC 212069706.01,EPIC 212069706,0.547674,,,,133.4259049,21.4505161,4926.69,0.786265,0.81,478.589,2018.0,Transit
EPIC 220198551.01,EPIC 220198551,0.7988453,6.2,,,19.6268781,-0.0563983,,0.728,,232.822,2019.0,Transit
EPIC 211886472.01,EPIC 211886472,19.640123,34.30556244,,,137.132549,18.528433,6398.0,1.743843,,501.182,2016.0,Transit
EPIC 212691727.01,EPIC 212691727,6.430383,4.309,,,200.1193283,-8.4644381,5735.0,1.054,0.839,400.633,2021.0,Transit
EPIC 220616148.02,EPIC 220616148,15.1563,3.01,,,14.2523556,9.3860363,,1.167,,716.222,2019.0,Transit
EPIC 212586030.01,EPIC 212586030,7.785,,,,205.8579439,-10.8969688,4726.0,3.88144,,590.762,2016.0,Transit
EPIC 212227092.01,EPIC 212227092,5.190254,,,,132.092118,25.2432742,3120.0,0.645,,207.293,2018.0,Transit
EPIC 211620138.01,EPIC 211620138,1.855421,,,,133.2320539,14.8164505,11500.0,2.734,,478.281,2018.0,Transit
EPIC 220708327.01,EPIC 220708327,2.52894,1.44,,,14.0322943,11.7069365,,0.962,,402.904,2019.0,Transit
EPIC 247164043.01,EPIC 247164043,5.2289874,2.3513,,1342.0,73.8415994,19.2809257,6213.0,1.28,,128.654,2021.0,Transit
K2-51 b,K2-51,13.0106,12.9,,,246.8110909,-27.9571047,,,,367.6,2016.0,Transit
EPIC 247874191.01,EPIC 247874191,7.624,2.4551,,,73.272889,24.916703,5998.0,1.29,1.053,867.887,2022.0,Transit
EPIC 211925181.01,EPIC 211925181,8.841,2.43,,,125.9641071,19.1009014,,0.584,,444.665,2019.0,Transit
EPIC 201779067.01,EPIC 201779067,27.24273,31.73,,707.0,168.5427766,4.9881156,6166.0,0.92,,499.583,2015.0,Transit
EPIC 212223307.01,EPIC 212223307,1.190354,,,,131.0673398,25.0757683,6350.0,2.407,,329.005,2018.0,Transit
EPIC 247164043.01,EPIC 247164043,5.228352,2.282,,,73.8415994,19.2809257,6265.0,1.272,0.988,128.654,2021.0,Transit
EPIC 212562715.01,EPIC 212562715,13.524,,,,202.1678472,-11.399279,5531.0,0.913819,0.973,393.306,2016.0,Transit
EPIC 206135075.01,EPIC 206135075,54.976021,39.1,,,337.940686,-11.1820785,6333.0,1.41,,585.961,2016.0,Transit
EPIC 201176672.02,EPIC 201176672,,30.0,,,169.1498727,-4.6564416,,0.707,,333.46,2019.0,Transit
EPIC 212648083.01,EPIC 212648083,20.5827,2.98,,,199.3986621,-9.4890061,,1.099,,503.022,2019.0,Transit
EPIC 211552050.01,EPIC 211552050,3.544965,1.9,,,133.4101774,13.8693418,4860.0,0.701,,215.371,2018.0,Transit
EPIC 212294561.01,EPIC 212294561,2.76294135,,,,205.1470099,-17.6951755,5794.0,0.787867,1.04,348.015,2016.0,Transit
EPIC 211409299.01,EPIC 211409299,13.919301,,,,130.925517,11.7826436,5330.07,1.2633,0.92,296.218,2018.0,Transit
EPIC 249561595.01,EPIC 249561595,39.57057,23.661,,,236.3375878,-20.9761022,5166.0,2.041,0.876,1208.99,2021.0,Transit
EPIC 212346723.01,EPIC 212346723,15.9489,2.48,,,206.18678,-16.2174553,,1.29,,620.59,2019.0,Transit
EPIC 212024647.01,EPIC 212024647,3.696871,,,,127.9352953,20.6637007,6401.57,1.47855,1.285,218.506,2018.0,Transit
EPIC 212010565.01,EPIC 212010565,2.851451,,,,135.585245,20.4303139,7137.0,2.22321,1.59,2882.33,2018.0,Transit
EPIC 206535016.01,EPIC 206535016,20.398147,2.93,,,335.2401767,-4.1394078,5399.0,0.85,,157.917,2016.0,Transit
EPIC 212154158.01,EPIC 212154158,1.023613,,,,136.5483277,23.1235964,6658.58,2.97485,1.4,1223.87,2018.0,Transit
EPIC 211535327.01,EPIC 211535327,20.2244,2.94,,,123.9394023,13.6362239,,0.8325,,488.572,2019.0,Transit
EPIC 205377483.01,EPIC 205377483,0.3938505,13.7,,,242.3165723,-17.9436003,,2.16,,1418.18,2019.0,Transit
EPIC 201512465.01,EPIC 201512465,2.33293,3.2,,,173.5625041,0.7138555,3508.0,0.224,,166.356,2016.0,Transit
EPIC 205947161.01,EPIC 205947161,17.7256773,15.4613,,697.0,340.959712,-16.4624626,6010.0,1.63,,338.491,2016.0,Transit
EPIC 249476992.01,EPIC 249476992,7.943604,1.992,,,230.5333707,-22.0292743,5498.0,0.87,0.837,312.413,2021.0,Transit
EPIC 212833814.01,EPIC 212833814,27.7985,2.47,,,205.2838267,-4.4375428,,1.484,,242.406,2019.0,Transit
EPIC 201324549.01,EPIC 201324549,2.51881781,,,,171.2359519,-2.0851597,6380.0,1.76277,,476.884,2016.0,Transit
EPIC 211662047.01,EPIC 211662047,0.635238,,,,134.3628607,15.399444,4743.31,0.919305,0.76,599.928,2018.0,Transit
EPIC 211732801.01,EPIC 211732801,2.131554,,,,129.4696791,16.3656952,6147.31,2.44273,1.167,421.763,2018.0,Transit
EPIC 205145448.01,EPIC 205145448,16.63237,10.7,,,248.448636,-19.1778194,3648.0,0.47,,233.887,2016.0,Transit
EPIC 201732557.01,EPIC 201732557,6.662,1.59,,,168.9116543,4.1931655,,0.483,,242.573,2019.0,Transit
EPIC 212679181.01,EPIC 212679181,1.054612,1.0,,,201.7367736,-8.7634221,,0.36,,52.05051,2016.0,Transit
EPIC 210696763.02,EPIC 210696763,5.76808,1.19,,,52.8346342,18.3160503,,0.249,,93.1458,2017.0,Transit
EPIC 206417197.01,EPIC 206417197,0.44214967,1.32,,,337.1335977,-6.3475875,4977.0,0.76,,294.895,2016.0,Transit
EPIC 201512465.01,EPIC 201512465,2.3330982,5.48,,,173.5625041,0.7138555,3726.0,0.5,,166.356,2016.0,Transit
EPIC 212434019.01,EPIC 212434019,24.006249,23.826,,,200.636318,-14.1493687,6150.0,1.506,1.214,289.723,2021.0,Transit
EPIC 251315031.01,EPIC 251315031,0.540527,,,,139.8120865,18.088564,5187.17,1.03596,0.88,480.202,2018.0,Transit
EPIC 212120773.01,EPIC 212120773,5.17518,1.53,,,132.2470045,22.4308666,,0.826,,312.43,2019.0,Transit
EPIC 211093684.01,EPIC 211093684,7.0502,,,,57.4262424,24.4628062,4947.69,0.705709,0.815,133.002,2017.0,Transit
EPIC 205040048.01,EPIC 205040048,3.3055191,1.27,,,242.1683542,-19.6968996,3430.0,0.35,,91.0366,2016.0,Transit
EPIC 211939692.04,EPIC 211939692,26.8662,2.95,,,128.401884,19.3201861,,1.294,,408.404,2019.0,Transit
EPIC 246048459.01,EPIC 246048459,2.0507,0.4064,,,348.0387584,-8.2921344,4514.0,0.645,0.769,83.9705,2022.0,Transit
EPIC 203311200.01,EPIC 203311200,,12.81,,,240.9764776,-26.5537396,,1.947,,511.443,2016.0,Transit
EPIC 201705526.01,EPIC 201705526,18.10220826,,,,172.3857482,3.7319788,6141.1,2.04778,1.164,235.679,2016.0,Transit
EPIC 217084873.02,EPIC 217084873,29.8411,5.23,,,283.2954698,-21.1985855,,1.016,,642.186,2019.0,Transit
EPIC 211925595.01,EPIC 211925595,45.38331501,,,,132.958077,19.1074714,4793.26,0.815611,0.77,466.711,2016.0,Transit
EPIC 211319779.01,EPIC 211319779,13.8253157,,,,127.1544879,10.2494875,5163.0,0.75,0.78,207.618,2022.0,Transit
EPIC 212351405.01,EPIC 212351405,2.55234671,,,,201.6629627,-16.0949766,,,,,2016.0,Transit
EPIC 212194007.01,EPIC 212194007,1.17715,,,,134.3375726,24.1141415,6390.0,2.529,,920.972,2018.0,Transit
EPIC 205242733.01,EPIC 205242733,2.4165066,0.988,,,246.879865,-18.6752663,3483.0,0.38,,271.855,2016.0,Transit
EPIC 220168663.01,EPIC 220168663,3.22513,2.33,,,16.2943175,-1.2654462,,0.437,,219.635,2019.0,Transit
EPIC 205489894.01,EPIC 205489894,14.65835,1.12,,,247.4748134,-17.2472927,,0.339,,45.7725,2016.0,Transit
EPIC 211970234.01,EPIC 211970234,1.4835,1.41,,,136.0877307,19.7801355,3200.0,0.317944,0.297189,162.067,2017.0,Transit
EPIC 205947161.01,EPIC 205947161,17.72507,45.0,,,340.959712,-16.4624626,6189.0,1.33,,338.491,2016.0,Transit
EPIC 220316844.01,EPIC 220316844,0.6719977,25.2,,,11.3701409,2.9934105,,1.79,,671.807,2019.0,Transit
EPIC 212278644.01,EPIC 212278644,12.426,,,,207.1245787,-18.1966339,5926.0,1.34653,1.08,936.196,2016.0,Transit
EPIC 212009427.01,EPIC 212009427,0.77845,,,,127.8743087,20.4103659,3859.0,0.779314,0.595,183.229,2016.0,Transit
EPIC 206358352.01,EPIC 206358352,1.13666,3.18,,,331.3563908,-7.3104388,,1.724,,796.897,2019.0,Transit
EPIC 201528215.01,EPIC 201528215,6.3991398,1.85,,,172.804304,0.9586366,5210.0,0.8,,333.838,2016.0,Transit
EPIC 205944181.01,EPIC 205944181,2.475641,5.02277659,,,333.9249669,-16.5636911,5257.0,0.824753,,239.559,2016.0,Transit
EPIC 211841496.01,EPIC 211841496,0.522199,,,,135.6302992,17.9021238,,,,,2018.0,Transit
EPIC 214912104.01,EPIC 214912104,43.1029,12.2,,,289.8248266,-25.355926,,1.923,,1327.27,2019.0,Transit
EPIC 201515470.01,EPIC 201515470,20.2073,2.12,,,171.2596557,0.7613692,,0.7624,,345.0,2019.0,Transit
EPIC 246261316.01,EPIC 246261316,4.696045,2.57,,,353.7077699,-3.8349446,5003.0,0.782,0.907,371.377,2021.0,Transit
EPIC 211965883.01,EPIC 211965883,10.55532,2.64,,,136.1570235,19.7144139,,0.623,,209.555,2016.0,Transit
EPIC 202072596.01,EPIC 202072596,3.979287,37.5,,,99.5107441,20.9392785,7430.0,1.84,,713.075,2016.0,Transit
EPIC 211995325.01,EPIC 211995325,0.279258,8.41,,,131.2074245,20.1776135,4071.0,0.62,,163.746,2016.0,Transit
EPIC 206360885.01,EPIC 206360885,12.4404,2.72,,,337.8799569,-7.2689116,,0.586,,208.673,2019.0,Transit
EPIC 211439059.01,EPIC 211439059,18.634179,1.49,,,131.9735167,12.2317861,,0.821,,297.8,2016.0,Transit
EPIC 246331347.01,EPIC 246331347,1.082361,7.158,,,348.6795029,-2.4404113,5556.0,1.721,1.159,189.955,2020.0,Transit
EPIC 228888935.01,EPIC 228888935,5.69046,18.81,,1503.0,186.4481721,-3.4693668,5549.0,1.80891,0.98,1233.28,2018.0,Transit
EPIC 201785059.01,EPIC 201785059,1.3951513,0.879,,,170.6976906,5.0951726,3390.0,0.32,,87.9605,2016.0,Transit
EPIC 212730483.01,EPIC 212730483,3.4914,1.18,,,200.5835238,-7.4965081,,0.572,,182.528,2019.0,Transit
EPIC 212592101.01,EPIC 212592101,4.54462,6.6,,,205.6712596,-10.7690389,,0.487,,168.953,2016.0,Transit
EPIC 210365511.01,EPIC 210365511,3.951971,8.44551389,,,60.0924866,12.6338236,4672.0,0.692034,,,2018.0,Transit
EPIC 207389002.01,EPIC 207389002,2.931226,90.0,,,102.6886888,16.8084191,6097.0,1.12,,2491.38,2016.0,Transit
EPIC 206029450.01,EPIC 206029450,4.23119,2.17,,,335.882977,-13.9795329,,0.516,,336.884,2016.0,Transit
EPIC 251394139.01,EPIC 251394139,26.286249,,,,136.0728142,24.4257827,5980.95,1.31469,1.1,355.016,2018.0,Transit
EPIC 211432167.01,EPIC 211432167,5.817737,,,,132.8637222,12.1277962,6290.85,3.03613,1.232,177.059,2018.0,Transit
EPIC 201928106.01,EPIC 201928106,1.19478,1.65,,,170.8931433,7.9346019,3671.0,0.235,,303.404,2016.0,Transit
EPIC 204364515.01,EPIC 204364515,1.4562,,,,240.3397765,-22.6242127,,,,,2017.0,Transit
K2-67 b,K2-67,24.3872,,,,333.6063167,-10.6527924,6059.0,1.53945,1.13,1574.05,2016.0,Transit
EPIC 212026226.01,EPIC 212026226,1.769505,,,,136.7743166,20.690312,5988.0,1.16794,1.1,2873.75,2018.0,Transit
EPIC 205618538.01,EPIC 205618538,2.167697,12.14,,,244.8335028,-16.3371967,,2.489,,715.205,2019.0,Transit
EPIC 248527709.01,EPIC 248527709,5.7519475,2.96374,,690.0,153.3500149,3.9601293,4181.8,0.84,,157.656,2021.0,Transit
EPIC 201856786.01,EPIC 201856786,3.83794,1.51,,,177.987935,6.4404496,,0.809,,155.4257,2019.0,Transit
EPIC 247223703.01,EPIC 247223703,3.1764,0.9532,,,71.9316438,19.8490823,4434.0,0.741,0.861,258.033,2022.0,Transit
EPIC 210813978.01,EPIC 210813978,14.7582,,,,57.1010868,20.081073,4434.0,0.7,,214.8,2019.0,Transit
EPIC 220605820.01,EPIC 220605820,46.47688,62.0,,,15.9106192,9.1544624,,2.394,,1096.56,2019.0,Transit
EPIC 211544257.01,EPIC 211544257,1.63013,,,,132.8253523,13.761389,6190.0,1.602,,545.351,2018.0,Transit
EPIC 211759163.01,EPIC 211759163,0.595667,,,,133.8746533,16.7367269,,,,,2018.0,Transit
EPIC 206192335.01,EPIC 206192335,3.5990666,1.62,,,332.6644652,-9.889599,5107.0,0.78,,186.844,2016.0,Transit
EPIC 201828749.01,EPIC 201828749,33.513607,2.47313225,,,175.6541539,5.8942286,5628.0,0.857642,,212.292,2015.0,Transit
EPIC 212773272.01,EPIC 212773272,4.68189,29.41,,,207.3819041,-6.3241731,3368.0,0.40606,0.398305,122.41,2017.0,Transit
EPIC 203311200.01,EPIC 203311200,540.0,5.7,,,240.9764776,-26.5537396,5200.0,0.94,,511.443,2016.0,Transit
EPIC 211839462.01,EPIC 211839462,2.612804,,,,132.5058754,17.8745407,5987.0,3.64705,1.1,544.411,2018.0,Transit
EPIC 211438731.01,EPIC 211438731,20.486455,2.762,,,134.3936549,12.2270375,3664.0,0.371,0.357,100.735,2021.0,Transit
EPIC 212163353.01,EPIC 212163353,5.173531,,,,134.213013,23.3304435,5188.24,1.14689,0.88,509.353,2018.0,Transit
EPIC 211804579.01,EPIC 211804579,1.52317871,,,,129.0675977,17.3815875,5735.72,0.950472,1.024,195.689,2016.0,Transit
EPIC 220616148.01,EPIC 220616148,6.73511,3.9,,,14.2523556,9.3860363,,1.167,,716.222,2019.0,Transit
EPIC 211768007.01,EPIC 211768007,0.542912,,,,132.5292897,16.8610301,5974.29,2.25382,1.1,1794.75,2018.0,Transit
EPIC 205999468.01,EPIC 205999468,12.263354,2.16,,,335.4068605,-14.8395785,4980.0,0.76,,243.756,2016.0,Transit
EPIC 201259803.01,EPIC 201259803,1.684208,5.51,,,170.382257,-3.0610326,,0.431,,325.636,2019.0,Transit
EPIC 201617985.01,EPIC 201617985,7.28138,17.0,,,179.4915118,2.321497,3784.0,0.399,,126.182,2015.0,Transit
EPIC 202065819.01,EPIC 202065819,5.74372,,,,94.535356,24.8339752,,,,6091.77,2019.0,Transit
EPIC 202093020.01,EPIC 202093020,4.1376047,7.33,,,98.2743565,16.8702315,4581.0,0.7,,680.973,2016.0,Transit
EPIC 201299088.01,EPIC 201299088,21.204739,9.11013939,,,182.2046312,-2.4646145,5154.0,1.761722,,573.991,2018.0,Transit
EPIC 201127519.01,EPIC 201127519,6.17887,8.84,,772.0,181.3718091,-5.8482738,4719.28,0.849432,0.756,117.704,2018.0,Transit
EPIC 212454422.01,EPIC 212454422,3.269,,,,198.5529306,-13.7068228,3201.0,0.263126,0.235199,170.258,2016.0,Transit
EPIC 211336288.01,EPIC 211336288,0.22181,1.13,,,133.4234677,10.5643836,3942.0,0.585409,0.576018,200.754,2017.0,Transit
EPIC 212060710.01,EPIC 212060710,1.204338,,,,133.6160492,21.2872925,5633.43,0.907171,1.0,712.719,2018.0,Transit
EPIC 211468153.01,EPIC 211468153,0.737735,,,,131.5157358,12.6767362,4908.37,1.53058,0.8,892.766,2018.0,Transit
EPIC 206155922.01,EPIC 206155922,4.00932,1.08,,,336.5503137,-10.6437939,,0.68,,215.136,2019.0,Transit
EPIC 212813907.01,EPIC 212813907,6.725,,,,206.8325575,-5.1060853,4891.0,0.80913,0.8,382.814,2016.0,Transit
EPIC 201324549.01,EPIC 201324549,2.5194078,7.99,,,171.2359519,-2.0851597,7119.0,1.72,,476.884,2016.0,Transit
EPIC 212225986.01,EPIC 212225986,1.160308,,,,130.7070546,25.1910877,4331.0,0.883616,0.677,228.349,2018.0,Transit
EPIC 246120353.01,EPIC 246120353,21.436032,2.486,,,352.9768715,-6.6955881,3627.0,0.467,0.466,143.481,2021.0,Transit
EPIC 212228588.01,EPIC 212228588,0.59812,,,,130.1406047,25.3181929,4142.0,0.935307,0.65,323.769,2018.0,Transit
EPIC 205999468.01,EPIC 205999468,12.26422,2.22,,,335.4068605,-14.8395785,,0.7596,,243.756,2016.0,Transit
EPIC 202060800.01,EPIC 202060800,3.262038,,,,92.5910909,23.7941563,10318.0,5.27397,,2085.72,2019.0,Transit
EPIC 212068493.01,EPIC 212068493,14.220246,,,,136.2543849,21.4285385,6130.0,1.461,,644.775,2018.0,Transit
EPIC 216050437.01,EPIC 216050437,14.94889,21.9,,,293.6160533,-23.0529537,,1.69,,477.026,2018.0,Transit
EPIC 212432685.01,EPIC 212432685,0.531704,2.0,,,204.298679,-14.1806008,,1.06,,657.203,2016.0,Transit
EPIC 211929937.01,EPIC 211929937,3.477,,,,129.1783954,19.1738012,5225.91,0.84127,0.89,514.449,2016.0,Transit
EPIC 208833261.01,EPIC 208833261,3.47323985883,16.65896453,,1767.12,91.1082862,22.4994502,7406.97,1.56373,,1490.49,2016.0,Transit
EPIC 210371175.01,EPIC 210371175,11.3256,2.18,,,62.5178165,12.7794292,,1.043,,349.77,2019.0,Transit
EPIC 213703832.01,EPIC 213703832,0.515513,3.4,,,289.8767127,-28.5356108,,0.75,,4777.67,2018.0,Transit
EPIC 212082682.01,EPIC 212082682,3.797473,,,,133.2884088,21.690395,5024.68,0.785698,0.84,573.461,2018.0,Transit
EPIC 220643470.01,EPIC 220643470,2.653275,118.0,,,12.3975189,10.0200266,,24.8,,2163.13,2018.0,Transit
EPIC 211812935.01,EPIC 211812935,3.607981,18.3,,,133.1478987,17.4997633,6490.0,2.253,,330.387,2018.0,Transit
EPIC 251584580.01,EPIC 251584580,10.973135,2.67,,,207.2171095,-1.6609545,4940.0,0.697,0.823,381.802,2021.0,Transit
EPIC 211402878.01,EPIC 211402878,25.23658,,,,137.3453763,11.685335,3777.0,0.701898,0.664837,223.67,2018.0,Transit
EPIC 247708770.01,EPIC 247708770,4.420394,10.293,,,75.5780574,23.7750248,5943.0,2.875,2.489,2925.42,2021.0,Transit
EPIC 220657558.01,EPIC 220657558,3.91764,2.94,,,15.3707811,10.3665191,,1.35,,781.332,2019.0,Transit
EPIC 202092782.01,EPIC 202092782,13.3461,42.0,,,92.6124668,16.865197,,2.575,,724.25,2019.0,Transit
EPIC 205947161.01,EPIC 205947161,17.7259,23.4,,,340.959712,-16.4624626,,1.752,,338.491,2016.0,Transit
EPIC 206036749.01,EPIC 206036749,1.131316,4.6,,,332.4761401,-13.7777952,6292.0,1.32,,432.465,2016.0,Transit
EPIC 211718187.01,EPIC 211718187,5.51633,1.38,,,134.232657,16.1602115,,0.306,,159.941,2019.0,Transit
EPIC 201257461.01,EPIC 201257461,50.285869,3.47,,,178.1611264,-3.0949095,4859.0,0.74,,829.248,2015.0,Transit
EPIC 201785059.01,EPIC 201785059,1.39533316,,,,170.6976906,5.0951726,3433.0,0.424658,0.419014,87.9605,2016.0,Transit
EPIC 211546613.01,EPIC 211546613,2.00745282887,7.16393472,,680.34,136.2000475,13.7954456,3449.0,0.490442,,272.64,2018.0,Transit
EPIC 211808055.01,EPIC 211808055,3.383,,,,129.0344102,17.4299822,5603.82,1.019,0.99,591.035,2016.0,Transit
EPIC 211906940.01,EPIC 211906940,0.526316,,,,137.4605365,18.8297729,4397.0,,,262.007,2018.0,Transit
EPIC 205951125.01,EPIC 205951125,6.79143,1.72,,,340.6082059,-16.3332979,,0.609,,271.148,2019.0,Transit
EPIC 218304292.01,EPIC 218304292,8.42177,3.13,,,288.2245357,-19.0444581,,1.0511,,380.932,2018.0,Transit
EPIC 215101303.01,EPIC 215101303,15.20726,26.2,,,289.4114936,-24.9358861,,1.59,,1484.79,2018.0,Transit
EPIC 220643470.01,EPIC 220643470,2.65323,62.27721531,,,12.3975189,10.0200266,4621.0,13.730692,,2163.13,2018.0,Transit
EPIC 202085597.01,EPIC 202085597,1.814553,,,,99.5551497,18.2284424,4618.0,10.0566,,3901.1,2019.0,Transit
EPIC 211828142.01,EPIC 211828142,20.180269,,,,137.4699335,17.7159404,3380.0,0.342147,0.32513,270.464,2018.0,Transit
EPIC 211724246.01,EPIC 211724246,4.7464485,10.3209,,1141.0,131.1913594,16.2436537,5890.5,2.26,,1175.98,2021.0,Transit
EPIC 210626797.01,EPIC 210626797,43.36143,29.8,,,54.2949263,17.3427499,,1.472,,647.062,2019.0,Transit
EPIC 220397060.01,EPIC 220397060,12.092216,4.7,,,8.6971419,4.6577408,,0.84,,815.767,2018.0,Transit
EPIC 211808055.01,EPIC 211808055,3.38199819,,,,129.0344102,17.4299822,5603.82,1.019,0.99,591.035,2016.0,Transit
EPIC 210559259.01,EPIC 210559259,14.2683,,,,59.4758973,16.3575273,4955.0,0.6,,254.162,2016.0,Transit
EPIC 204143627.01,EPIC 204143627,1.124,,,,243.9968794,-23.4935346,3074.0,0.50547,0.503436,138.15,2017.0,Transit
EPIC 212585579.01,EPIC 212585579,3.02164122,,,,204.8157607,-10.9070038,5975.0,1.05594,1.1,434.609,2016.0,Transit
EPIC 210827030.01,EPIC 210827030,0.5111,,,,61.7643174,20.2806046,3092.0,0.214796,0.183836,33.1857,2017.0,Transit
EPIC 206029450.01,EPIC 206029450,4.2304959,2.56,,,335.882977,-13.9795329,4335.0,0.67,,336.884,2016.0,Transit
EPIC 201126503.01,EPIC 201126503,1.1947488,4.19,,,175.9385954,-5.8733592,3919.0,0.57,,290.062,2016.0,Transit
EPIC 249373875.01,EPIC 249373875,7.522109,2.249,,,229.9787393,-23.4024701,6356.0,1.386,1.067,510.418,2021.0,Transit
EPIC 212443457.01,EPIC 212443457,24.462656,13.6,,,209.40894,-13.9427014,,0.68,,928.672,2018.0,Transit
EPIC 246067130.01,EPIC 246067130,6.786539,1.2,,,354.2581572,-7.8639765,5866.0,0.975,0.795,252.314,2021.0,Transit
EPIC 211424769.01,EPIC 211424769,5.176,,,,128.8523248,12.0113257,6146.0,1.35641,1.166,121.882,2016.0,Transit
EPIC 211626490.01,EPIC 211626490,0.747734,,,,130.946099,14.9073919,8498.37,1.65596,2.11,1405.01,2018.0,Transit
EPIC 201488365.01,HIP 54766,3.3643115,85.6,,,168.187478,0.3478732,6240.0,1.32,,147.352,2016.0,Transit
EPIC 203581469.01,EPIC 203581469,22.7984,9.0,,,246.2660064,-25.6524338,6195.0,1.37,,,2016.0,Transit
EPIC 251345848.01,EPIC 251345848,2.883162,,,,140.4054055,20.727007,6100.45,1.21341,1.15,485.65,2018.0,Transit
EPIC 249865296.01,EPIC 249865296,28.888589,6.05,,,234.5423454,-17.0637715,6117.0,1.319,1.03,573.829,2021.0,Transit
EPIC 210696763.01,EPIC 210696763,3.6494,,,,52.8346342,18.3160503,3338.0,0.326267,0.306782,93.1458,2017.0,Transit
EPIC 220555384.01,EPIC 220555384,4.284523,1.30280156,,,13.8121855,8.0227068,4360.0,0.62182,,,2018.0,Transit
EPIC 211939692.03,EPIC 211939692,,3.26,,,128.401884,19.3201861,,1.294,,408.404,2019.0,Transit
EPIC 210495066.01,EPIC 210495066,3.74234,1.61,,,60.3093491,15.3279672,,0.502,,139.317,2019.0,Transit
EPIC 249418609.01,EPIC 249418609,15.320606,1.77,,,232.4182876,-22.8049652,5819.0,1.118,0.851,338.696,2021.0,Transit
EPIC 251330444.01,EPIC 251330444,5.998652,,,,139.1099983,19.423595,4930.0,2.66723,,355.433,2018.0,Transit
EPIC 246448041.01,EPIC 246448041,7.21084,2.26,,,347.8976872,0.5153821,5739.0,1.053,0.787,610.769,2021.0,Transit
EPIC 212315941.01,EPIC 212315941,12.93562,33.6,,,203.0872028,-17.0612731,,1.511,,375.092,2016.0,Transit
EPIC 215525178.01,EPIC 215525178,5.33988,1.27,,,283.5749543,-24.0374337,,0.611,,184.786,2019.0,Transit
EPIC 211328748.01,EPIC 211328748,17.178,,,,130.2351918,10.4224863,5814.52,1.33351,1.046,147.997,2016.0,Transit
EPIC 212844216.01,EPIC 212844216,12.634794,47.553,,,202.3027086,-4.0572793,4999.0,10.265,0.805,5827.15,2021.0,Transit
EPIC 220187552.01,EPIC 220187552,17.093319,17.7,,,19.9755085,-0.4835202,,0.426,,,2018.0,Transit
EPIC 201717274.01,EPIC 201717274,3.52674,1.32,,,173.8276491,3.9340165,3413.0,0.350987,0.335348,124.872,2016.0,Transit
EPIC 249391469.01,EPIC 249391469,1.075,,,,232.9330474,-23.1722821,3503.0,0.567,0.337,101.26,2020.0,Transit
EPIC 218711655.01,EPIC 218711655,1.157563,12.3,,,285.4771985,-18.2983843,,1.46,,372.956,2018.0,Transit
EPIC 206151047.01,EPIC 206151047,0.3584061,2.66,,,333.7150426,-10.769157,,1.03,,612.027,2016.0,Transit
EPIC 203867512.01,EPIC 203867512,28.465633,18.4,,,253.2473212,-24.6262888,5700.0,0.96,,450.603,2016.0,Transit
EPIC 211642882.01,EPIC 211642882,23.897707,,,,138.9529161,15.1376825,5020.0,0.728,,310.197,2018.0,Transit
EPIC 212033577.01,EPIC 212033577,23.702342,,,,136.8044416,20.8135797,6280.0,1.869,,549.485,2018.0,Transit
EPIC 220436943.01,EPIC 220436943,2.43807,2.15,,,10.3285748,5.4309818,,0.625,,458.234,2019.0,Transit
EPIC 211428897.01,EPIC 211428897,1.61092,0.75,,,128.8572472,12.075397,3511.0,0.409602,0.402278,80.63539,2016.0,Transit
EPIC 212083250.01,EPIC 212083250,0.518748,,,,132.7698139,21.7013424,6490.0,1.31192,1.33,428.79,2018.0,Transit
EPIC 205463986.01,EPIC 205463986,2.3240489,33.4,,,241.5275444,-17.417342,5107.0,0.78,,223.184,2016.0,Transit
EPIC 212577658.01,EPIC 212577658,14.06928,1.83,,,208.7531273,-11.0799874,,0.876,,,2016.0,Transit
EPIC 212705192.01,EPIC 212705192,2.268,,,,202.6052254,-8.130244,5789.0,2.15197,1.04,534.898,2016.0,Transit
EPIC 211919842.01,EPIC 211919842,9.510911,,,,131.4024049,19.0224447,3941.0,0.777317,0.61,407.382,2018.0,Transit
