pl_name,hostname,pl_orbper,pl_rade,pl_bmasse,pl_eqt,ra,dec,st_teff,st_rad,st_mass,sy_dist,disc_year,discoverymethod
EPIC 212685467.01,EPIC 212685467,,24.0,,,207.9654567,-8.6145527,,0.951,,467.996,2019.0,Transit
EPIC 212690867.01,EPIC 212690867,25.8614,1.58,,,203.3141917,-8.48463,,0.295,,157.146,2017.0,Transit
EPIC 212757601.01,EPIC 212757601,1.017968,36.1,,,208.154586,-6.7693945,,0.75,,1531.42,2016.0,Transit
EPIC 212773309.01,EPIC 212773309,4.68199,48.33,,,207.3848549,-6.3227922,4636.0,0.895684,0.736,120.644,2017.0,Transit
EPIC 213546283.01,EPIC 213546283,9.76897,,,,289.3770304,-29.0494243,5388.0,1.2,,300.655,2018.0,Transit
EPIC 213722591.01,EPIC 213722591,6.7826,1.88,,,290.088861,-28.4766982,,0.705,,280.867,2019.0,Transit
EPIC 212562715.01,EPIC 212562715,13.52475,2.27671392,,,202.1678472,-11.399279,5570.0,0.888236,,393.306,2016.0,Transit
EPIC 212570977.01,EPIC 212570977,8.85007649,,,,205.901248,-11.2236222,5639.0,1.12685,1.0,701.022,2016.0,Transit
EPIC 212570977.01,EPIC 212570977,8.853,,,,205.901248,-11.2236222,5639.0,1.12685,1.0,701.022,2016.0,Transit
EPIC 212577658.01,EPIC 212577658,14.069,,,,208.7531273,-11.0799874,,,,,2016.0,Transit
EPIC 212577658.01,EPIC 212577658,14.069759,1.86705079,,,208.7531273,-11.0799874,5343.0,0.890011,,,2016.0,Transit
EPIC 212628098.01,EPIC 212628098,4.352428,16.6,,,200.290373,-9.9491899,,0.67,,212.88,2017.0,Transit
EPIC 213919915.01,EPIC 213919915,1.489154,1.9,,,293.0785743,-27.8845304,,2.4,,99.9601,2019.0,Transit
EPIC 213951550.01,EPIC 213951550,1.117027,16.9,,,286.85181,-27.7923145,,0.27,,164.337,2017.0,Transit
EPIC 216111905.01,EPIC 216111905,3.0203,5.6,,,281.3437097,-22.9402478,,1.265,,409.372,2019.0,Transit
EPIC 216166748.01,EPIC 216166748,19.68075,2.55,,,291.9220368,-22.8406872,,1.079,,264.321,2018.0,Transit
EPIC 211625003.01,EPIC 211625003,0.530431,,,,134.6789638,14.8859919,5666.31,1.49032,1.01,514.007,2018.0,Transit
EPIC 203294831.01,EPIC 203294831,1.859017,64.0,,,239.8792061,-26.604366,6842.0,2.03,,601.432,2016.0,Transit
EPIC 212110007.01,EPIC 212110007,16.7004351,,,,133.3108723,22.2188747,5018.76,1.09979,0.83,619.729,2016.0,Transit
EPIC 212535959.01,EPIC 212535959,17.732736,23.212,,,207.9180889,-11.9692128,5650.0,1.684,1.114,1016.28,2021.0,Transit
EPIC 211645912.01,EPIC 211645912,10.6741,1.86,,,124.997024,15.1778665,,0.9538,,348.572,2016.0,Transit
EPIC 219480273.01,EPIC 219480273,26.4837,1.98,,,288.169811,-16.6470643,,1.378,,293.753,2019.0,Transit
EPIC 210706310.01,EPIC 210706310,5.1718,0.8891,,,59.3753688,18.4535477,5941.0,0.954,0.709,279.463,2022.0,Transit
EPIC 201606542.01,EPIC 201606542,0.444372,1.22,,,170.3118083,2.1443791,5540.0,0.82,,254.555,2016.0,Transit
EPIC 211158357.01,EPIC 211158357,0.2990737,7.6,,,57.9097129,25.5896967,,0.231,,99.958,2019.0,Transit
EPIC 212330265.01,EPIC 212330265,4.174,,,,208.3794531,-16.6597257,3620.0,0.539055,0.535304,177.501,2016.0,Transit
EPIC 211342524.01,EPIC 211342524,14.449,,,,128.0987614,10.6772004,6016.0,1.68931,1.11,598.189,2016.0,Transit
EPIC 214630761.01,EPIC 214630761,1.236438,50.0,,,281.3499665,-26.0196009,,3.2,,1632.44,2019.0,Transit
EPIC 212621075.01,EPIC 212621075,31.4782,2.6,,,198.2697369,-10.1126111,,0.7556,,352.373,2019.0,Transit
EPIC 220448185.01,EPIC 220448185,0.728639,17.2,,,23.3042282,5.6452094,,0.69,,233.735,2018.0,Transit
EPIC 212219881.01,EPIC 212219881,6.924808,8.5,,,131.7746924,24.9394118,5300.0,0.795,,767.471,2018.0,Transit
EPIC 220410754.01,EPIC 220410754,19.496649,2.21599278,,,15.435753,4.9254702,5758.0,1.155241,,467.943,2018.0,Transit
EPIC 210801536.01,EPIC 210801536,0.8925,2.7,,,52.818831,19.8913826,,2.0,,,2019.0,Transit
EPIC 206262341.01,EPIC 206262341,36.9321,2.98,,,338.0516437,-8.8033651,,0.955,,364.335,2019.0,Transit
EPIC 218695436.01,EPIC 218695436,1.549318,42.6,,,290.3330112,-18.3290391,,1.67,,473.822,2019.0,Transit
EPIC 211705654.01,EPIC 211705654,2.5331,,,,131.2734657,15.9899642,5301.32,1.54022,0.91,377.686,2017.0,Transit
EPIC 210659688.01,EPIC 210659688,2.35771,3.0,,,55.5807493,17.8002937,3655.0,0.267,,165.303,2016.0,Transit
EPIC 211428897.01,EPIC 211428897,1.611,,,,128.8572472,12.075397,3511.0,0.409602,0.402278,80.63539,2016.0,Transit
EPIC 211649214.01,EPIC 211649214,3.78795,,,,133.1040583,15.223561,5126.0,4.182,,2881.5,2018.0,Transit
EPIC 201127519.01,EPIC 201127519,6.178369,9.91257877,,,181.3718091,-5.8482738,5015.0,0.789478,,117.704,2018.0,Transit
EPIC 211724246.01,EPIC 211724246,4.7464962,11.6,,1775.0,131.1913594,16.2436537,6486.0,2.1,1.5,1175.98,2021.0,Transit
EPIC 201654498.01,EPIC 201654498,18.4502,2.52,,,171.517647,2.8867875,,0.717,,340.433,2019.0,Transit
EPIC 212066805.01,EPIC 212066805,0.816734,,,,127.7771249,21.3980052,6318.08,1.79519,1.245,292.97,2018.0,Transit
EPIC 210598340.01,EPIC 210598340,3.73478175,,,,56.8687464,16.9416013,6477.43,2.27759,1.32,798.465,2016.0,Transit
EPIC 211428897.02,EPIC 211428897,2.177846,1.2,,,128.8572472,12.075397,,0.56,,80.63539,2017.0,Transit
EPIC 212435047.01,EPIC 212435047,1.115563,1.29,,,202.1307681,-14.1262594,,0.98,,361.175,2016.0,Transit
EPIC 250001426.01,EPIC 250001426,1.705,,,,236.6759133,-15.4472232,,,,61.15533,2020.0,Transit
EPIC 212150006.01,EPIC 212150006,0.898312,32.0,,,128.1695507,23.0320039,,0.79,,,2016.0,Transit
EPIC 212883391.01,EPIC 212883391,9.668373,2.628,,,202.8286729,-2.5793876,5368.0,0.817,0.826,460.478,2021.0,Transit
EPIC 210956385.01,EPIC 210956385,56.6205,7.68,,,57.4807753,22.2843374,,0.904,,488.495,2019.0,Transit
EPIC 248527709.02,EPIC 248527709,10.472764,2.354,,,153.3500149,3.9601293,4256.0,0.726,0.802,157.656,2021.0,Transit
EPIC 206500801.01,EPIC 206500801,8.15306759,,,,334.492397,-4.8647054,5445.0,1.71199,0.95,399.398,2016.0,Transit
EPIC 209286622.01,EPIC 209286622,6.71694,39.0,,,93.9180397,24.3666198,5267.0,0.82,,1887.97,2016.0,Transit
EPIC 210401157.01,EPIC 210401157,1.31559,102.0,,,59.3662764,13.4936805,6721.0,2.3,,262.672,2016.0,Transit
EPIC 206315178.01,EPIC 206315178,0.3176828,11.9,,,337.7112373,-8.0057126,,0.944,,829.86,2019.0,Transit
EPIC 206417197.01,EPIC 206417197,0.442094,1.16,,,337.1335977,-6.3475875,5007.0,0.77,,294.895,2016.0,Transit
EPIC 206417197.01,EPIC 206417197,0.442185,2.02,,,337.1335977,-6.3475875,,0.754,,294.895,2016.0,Transit
EPIC 210513446.01,EPIC 210513446,1.14907861,,,,58.0186639,15.6353741,5324.24,1.00567,,260.903,2016.0,Transit
EPIC 210625740.01,EPIC 210625740,2.38669,3.5,,,61.0019418,17.3280323,3676.0,0.29,,245.861,2016.0,Transit
EPIC 210935498.01,EPIC 210935498,1.1829266,29.0,,,58.3331051,21.9516663,,1.51,,283.555,2019.0,Transit
EPIC 210954046.01,EPIC 210954046,0.950356,6.94,,,60.9037642,22.2491134,6125.0,0.94,,1178.14,2016.0,Transit
EPIC 211002562.01,EPIC 211002562,3.347872,28.1,,,52.2140799,23.0155211,,2.2,,674.495,2019.0,Transit
EPIC 211201576.01,EPIC 211201576,5.88165,2.58,,,59.874235,26.4873478,,1.37,,460.386,2019.0,Transit
EPIC 211305568.01,EPIC 211305568,11.55059,1.98,,,133.1218879,9.9628828,3677.0,0.469901,0.467536,90.1613,2017.0,Transit
EPIC 211335816.01,EPIC 211335816,4.99,,,,126.6240426,10.5553705,6242.0,1.63356,1.21,528.469,2016.0,Transit
EPIC 211336616.01,EPIC 211336616,44.13,,,,132.4267042,10.570534,4865.94,10.7024,,2843.74,2016.0,Transit
EPIC 211342524.01,EPIC 211342524,14.448987,86.0,,,128.0987614,10.6772004,,1.739,,598.189,2016.0,Transit
EPIC 215938010.01,EPIC 215938010,1.151471,12.4,,,291.401691,-23.2608974,,1.64,,575.697,2018.0,Transit
EPIC 211910237.01,EPIC 211910237,1.108972,,,,137.0946427,18.8794251,,,,466.057,2018.0,Transit
EPIC 211621961.01,EPIC 211621961,11.078847,,,,131.7169885,14.8421191,5162.0,1.9631,,3503.83,2018.0,Transit
EPIC 211721325.01,EPIC 211721325,1.052364,,,,132.4889642,16.2036359,5157.0,1.1112,0.87,1241.86,2018.0,Transit
EPIC 210414957.01,EPIC 210414957,0.96997227,,,,64.3252762,13.8048326,5401.0,,,474.61,2016.0,Transit
EPIC 212159514.01,EPIC 212159514,0.545702,,,,133.2271026,23.2428226,5330.0,4.752,,2031.74,2018.0,Transit
EPIC 212772113.01,EPIC 212772113,8.95366,3.32,,,203.2217521,-6.3569355,,0.841,,371.772,2016.0,Transit
EPIC 212495601.01,EPIC 212495601,21.677,,,,198.9124602,-12.8270262,5751.0,0.968677,1.03,618.856,2016.0,Transit
EPIC 205205452.01,EPIC 205205452,28.8077,2.08,,,250.7570798,-18.8713241,,0.215,,97.068,2019.0,Transit
EPIC 246429728.01,EPIC 246429728,11.416439,3.034,,,350.1831527,-0.0590058,3668.0,0.451,0.496,176.564,2021.0,Transit
EPIC 212645891.01,EPIC 212645891,0.32814902,,,,210.272978,-9.5402384,5793.0,1.10379,1.04,400.006,2016.0,Transit
EPIC 211733267.01,EPIC 211733267,8.658168,17.16037834,,,130.0093645,16.3723455,5319.0,0.818973,,213.5,2016.0,Transit
EPIC 202126884.01,EPIC 202126884,5.319075,20.0,,,96.679195,25.2050015,,2.28,,835.907,2019.0,Transit
EPIC 215714765.01,EPIC 215714765,6.689131,29.9,,,293.9234664,-23.678453,,1.011,,739.351,2019.0,Transit
EPIC 212002525.01,EPIC 212002525,11.6158,,,,129.9249754,20.2958096,3189.0,0.339085,0.32159,188.025,2017.0,Transit
EPIC 203476597.01,EPIC 203476597,1.4408,,,,246.4912542,-26.0104676,4154.0,1.58859,,157.614,2017.0,Transit
EPIC 220436208.01,EPIC 220436208,5.23587,4.86,,,12.2361482,5.4164335,,1.248,,718.648,2018.0,Transit
EPIC 212393193.01,EPIC 212393193,14.452,,,,210.5470248,-15.069495,6318.0,1.11514,1.24,367.105,2016.0,Transit
EPIC 212210390.01,EPIC 212210390,12.886147,,,,132.9302232,24.6172215,5033.0,0.805017,0.84,278.166,2018.0,Transit
EPIC 206476150.01,EPIC 206476150,12.19649,2.23,,,339.8224026,-5.3446412,,1.062,,291.339,2019.0,Transit
EPIC 203294831.01,EPIC 203294831,1.8590179,30.5,,,239.8792061,-26.604366,6244.0,1.33,,601.432,2016.0,Transit
EPIC 205029914.01,EPIC 205029914,4.9815,2.39,,,249.0251664,-19.7445289,,0.92,,211.632,2016.0,Transit
EPIC 220443340.01,EPIC 220443340,6.80111,1.96,,,16.9728645,5.5508114,,0.291,,115.222,2019.0,Transit
EPIC 212661144.01,EPIC 212661144,2.45840745,,,,209.2333019,-9.1875616,5528.0,0.926086,0.97,528.47,2016.0,Transit
EPIC 206329937.01,EPIC 206329937,10.49927,1.43,,,337.6528983,-7.7723921,,0.599,,157.821,2019.0,Transit
EPIC 215739094.01,EPIC 215739094,3.6322288,32.2,,,289.1922258,-23.6324752,,2.67,,682.985,2019.0,Transit
EPIC 211572511.01,EPIC 211572511,10.39528014,,,,126.5215592,14.1571938,5714.27,0.8881,1.019,214.164,2016.0,Transit
EPIC 203868608.01,EPIC 203868608,4.5417,,,,244.3290388,-24.6219639,2897.0,0.641751,0.620907,,2017.0,Transit
EPIC 211631538.01,EPIC 211631538,5.513327,3.9,,,132.3424454,14.9783604,5020.0,0.77,,411.227,2018.0,Transit
EPIC 216387101.01,EPIC 216387101,9.761854,3.4422482,,,284.0130886,-22.4396719,5529.0,1.770928,,1133.41,2018.0,Transit
EPIC 220299658.01,EPIC 220299658,21.98131,197.025,,,18.877718,2.6223599,4491.0,22.415,1.077,283.43,2021.0,Transit
EPIC 228974907.01,HIP 61018,20.84919,3.01,,1349.0,187.5813965,-1.9426386,9767.0,2.37225,2.49,375.672,2018.0,Transit
EPIC 210629082.01,EPIC 210629082,27.353103,3.05048319,,,57.2668796,17.3754864,6148.0,1.448467,,386.599,2018.0,Transit
EPIC 201717274.01,EPIC 201717274,3.52725,1.21,,,173.8276491,3.9340165,,0.257,,124.872,2016.0,Transit
EPIC 206114630.01,EPIC 206114630,7.445026,2.2805044,,,330.330489,-11.7244144,5277.0,0.825169,,103.625,2016.0,Transit
EPIC 212012387.01,EPIC 212012387,3.244126,,,,133.2789525,20.4588868,4274.11,0.987047,0.67,306.822,2018.0,Transit
EPIC 218973982.01,EPIC 218973982,4.88451,16.1,,,288.9107894,-17.7975944,,0.73,,,2019.0,Transit
EPIC 201626686.01,EPIC 201626686,5.28081,10.9,,,169.4469645,2.4560803,6227.0,3.01,,649.935,2016.0,Transit
EPIC 203623230.01,EPIC 203623230,2.54427583,,,,252.2223357,-25.5079566,8188.0,3.23826,2.003,354.001,2016.0,Transit
EPIC 212679181.01,EPIC 212679181,1.054604,0.824,,,201.7367736,-8.7634221,,0.3,,52.05051,2016.0,Transit
EPIC 211914445.01,EPIC 211914445,1.810718,,,,130.4242801,18.9412786,5680.0,1.178,,908.34,2018.0,Transit
EPIC 220410754.01,EPIC 220410754,19.4989,2.32,,,15.435753,4.9254702,,1.085,,467.943,2018.0,Transit
EPIC 206047055.01,EPIC 206047055,4.1029,2.28,,,339.0346995,-13.5006049,,1.98,,569.822,2019.0,Transit
EPIC 205652650.01,EPIC 205652650,5.07152,3.2,,,245.0549931,-16.0690381,,0.426,,129.055,2019.0,Transit
EPIC 211733267.01,EPIC 211733267,8.657975,,,,130.0093645,16.3723455,5370.0,0.891,,213.5,2016.0,Transit
EPIC 211428897.02,EPIC 211428897,2.178008,0.67,,,128.8572472,12.075397,,0.299,,80.63539,2017.0,Transit
EPIC 218332621.01,EPIC 218332621,9.811589,4.253,,,282.116081,-18.9933747,5953.0,1.882,1.506,685.16,2021.0,Transit
EPIC 201779067.01,EPIC 201779067,27.242912,18.8,,,168.5427766,4.9881156,5547.0,0.9,,499.583,2015.0,Transit
EPIC 202126887.01,EPIC 202126887,12.866539,22.3,,,99.3805518,26.7864507,6066.0,1.18,,760.324,2016.0,Transit
EPIC 204432860.01,EPIC 204432860,2.8742,,,,240.5015904,-22.3567255,3648.0,1.41662,,144.025,2017.0,Transit
EPIC 211543616.01,EPIC 211543616,1.518232,,,,131.473165,13.752736,5510.0,1.209,,1256.05,2018.0,Transit
EPIC 211718105.01,EPIC 211718105,2.958763,,,,130.1344144,16.1591838,5935.86,2.34828,1.08,1793.74,2018.0,Transit
EPIC 206135170.01,EPIC 206135170,2.59824,7.7,,,330.2420155,-11.1796342,,0.788,,730.696,2019.0,Transit
EPIC 250106132.01,EPIC 250106132,22.122365,3.715,,,236.4460428,-14.2076757,5393.0,0.969,1.122,156.457,2021.0,Transit
EPIC 249239123.01,EPIC 249239123,5.116834,31.682,,,231.2721281,-25.1655114,6983.0,1.591,1.061,568.505,2021.0,Transit
EPIC 219114906.01,EPIC 219114906,1.81053,1.024,,,286.3115516,-17.4933728,,0.543,,193.329,2019.0,Transit
K2-51 b,K2-51,13.00819,20.1,,,246.8110909,-27.9571047,,1.76,,367.6,2016.0,Transit
EPIC 202710713.01,EPIC 202710713,3.3262396,1.16,,,244.0668921,-28.6491427,3404.0,0.33,,4791.68,2016.0,Transit
EPIC 201717159.01,EPIC 201717159,0.60408352,2.26,,,178.4363057,3.9322038,4331.0,0.67,,370.696,2016.0,Transit
EPIC 205969319.01,EPIC 205969319,6.4756,1.85,,,336.34701,-15.7509357,,1.339,,559.223,2019.0,Transit
EPIC 211863149.01,EPIC 211863149,2.61299,,,,132.5155053,18.2002339,3520.0,0.458,,116.983,2018.0,Transit
EPIC 205029914.01,EPIC 205029914,4.981838,2.39347065,,,249.0251664,-19.7445289,5774.0,0.978267,,211.632,2016.0,Transit
EPIC 203294831.01,EPIC 203294831,1.85872487,,,,239.8792061,-26.604366,6015.0,2.01889,1.11,601.432,2016.0,Transit
EPIC 212703473.01,EPIC 212703473,6.789076,1.60793495,,,201.2364742,-8.1717857,5758.0,0.978493,,178.226,2016.0,Transit
EPIC 201152065.01,EPIC 201152065,10.6966,1.45,,,173.0432884,-5.2471672,,0.588,,212.291,2019.0,Transit
EPIC 212572439.01,EPIC 212572439,2.58166013,,,,204.4397379,-11.1925496,4998.0,0.86975,0.83,285.382,2016.0,Transit
EPIC 201160662.01,EPIC 201160662,1.5374115,45.0,,,174.9978388,-5.0404536,,1.599,,666.23,2019.0,Transit
EPIC 211631904.01,EPIC 211631904,0.884004,,,,130.1753375,14.9839274,5119.55,0.742353,0.86,363.727,2018.0,Transit
EPIC 201650711.01,EPIC 201650711,0.259669,0.77,,,172.0443891,2.8267296,4340.0,0.69,,,2016.0,Transit
EPIC 211831378.01,EPIC 211831378,3.48928,0.91,,,126.1375509,17.7619577,3742.0,0.682132,0.650711,491.198,2017.0,Transit
EPIC 204057095.01,EPIC 204057095,23.21037,15.3,,,242.7532415,-23.840347,,1.207,,239.55,2016.0,Transit
EPIC 251353301.01,EPIC 251353301,0.504475,,,,139.6565309,21.3558369,6963.0,1.35063,1.53,1706.89,2018.0,Transit
EPIC 211431013.01,EPIC 211431013,3.102398,,,,133.0570679,12.1094069,5483.32,1.85351,0.96,1639.65,2018.0,Transit
EPIC 210789323.01,EPIC 210789323,29.12555,205.0,,,55.4536223,19.7060261,4936.0,3.9,,402.788,2016.0,Transit
EPIC 220666631.01,EPIC 220666631,31.9761,3.92,,,15.5229242,10.5925016,,1.461,,697.365,2019.0,Transit
EPIC 217393088.01,EPIC 217393088,1.319474,16.6,,,289.4391342,-20.6543778,,1.54,,2182.87,2018.0,Transit
EPIC 211754962.01,EPIC 211754962,3.41052823,,,,124.0293742,16.6771082,3985.0,0.674996,0.64555,185.767,2016.0,Transit
EPIC 220477223.01,EPIC 220477223,4.684559,4.757,,,16.643421,6.2494097,5829.0,1.184,0.901,266.331,2021.0,Transit
EPIC 210933299.01,EPIC 210933299,8.4044,1.24,,,56.7378347,21.9166625,,0.307,,93.1123,2019.0,Transit
EPIC 246325464.01,EPIC 246325464,3.379516,4.742,,,351.0241094,-2.5555671,4940.0,0.741,0.767,,2021.0,Transit
EPIC 203849738.01,EPIC 203849738,0.6199,,,,242.4702944,-24.6983209,2978.0,0.596423,0.585161,147.465,2017.0,Transit
EPIC 206543223.01,EPIC 206543223,17.81188,21.6,,,336.0111971,-3.9544253,5554.0,0.93,,241.84,2016.0,Transit
EPIC 212039539.01,EPIC 212039539,2.22982,,,,127.8582411,20.9166323,7391.0,2.26072,1.69,847.096,2018.0,Transit
EPIC 215353525.01,EPIC 215353525,0.9085915,23.1,,,294.0772945,-24.396431,,0.95,,664.39,2019.0,Transit
EPIC 212182233.01,EPIC 212182233,0.751394,,,,130.9328783,23.7965421,5480.0,1.27317,0.96,1295.54,2018.0,Transit
EPIC 212865617.01,EPIC 212865617,7.535783,3.131,,,206.717132,-3.314273,3990.0,0.659,14.336,,2021.0,Transit
EPIC 202092559.01,EPIC 202092559,0.6687,2.22,,,104.4368858,24.2657613,,1.942,,236.832,2019.0,Transit
EPIC 205152172.01,EPIC 205152172,0.97988263,,,,245.1798804,-19.1443126,4063.0,0.701061,0.664242,157.823,2016.0,Transit
EPIC 210564155.01,EPIC 210564155,4.86406,1.09,,,60.4636158,16.4328519,3407.0,0.298809,0.27526,59.9697,2017.0,Transit
EPIC 201606542.01,EPIC 201606542,0.44433632,1.01,,,170.3118083,2.1443791,5208.0,0.8,,254.555,2016.0,Transit
EPIC 249559552.01,EPIC 249559552,7.815366,2.403,,,231.0747251,-20.9992293,4884.0,0.755,0.994,207.468,2021.0,Transit
EPIC 203753577.01,EPIC 203753577,3.400858,14.1,,,252.8617981,-25.0535105,,0.983,,279.968,2016.0,Transit
EPIC 201828749.01,EPIC 201828749,33.5107,2.14,,,175.6541539,5.8942286,5683.0,0.896,,212.292,2015.0,Transit
EPIC 202139294.01,EPIC 202139294,0.5217136,452.0,,,92.5914383,27.4454618,,11.27,,1383.32,2019.0,Transit
EPIC 211413463.01,EPIC 211413463,3.25182,33.2,,,128.9148087,11.8435177,,0.63,,956.304,2018.0,Transit
EPIC 205224877.01,EPIC 205224877,3.75927,68.0,,,245.2698986,-18.7691674,,10.7,,272.331,2019.0,Transit
EPIC 202710713.01,EPIC 202710713,3.32592848,,,,244.0668921,-28.6491427,4017.0,60.6949,,4791.68,2016.0,Transit
EPIC 202089657.01,EPIC 202089657,1.314437,3.09990986,,,91.4535759,23.4845208,6009.0,1.472064,,391.428,2016.0,Transit
EPIC 211087003.02,EPIC 211087003,28.29213,3.55,,,59.3313141,24.3590848,,0.96,,251.117,2019.0,Transit
EPIC 220393791.01,EPIC 220393791,12.7256,2.16,,,15.7219909,4.590852,,1.001,,568.667,2019.0,Transit
EPIC 212214592.01,EPIC 212214592,0.723102,,,,131.5960511,24.7569414,5897.77,1.19162,1.07,700.399,2018.0,Transit
EPIC 212115388.01,EPIC 212115388,1.488249,,,,128.7020517,22.3253253,4080.0,0.982781,0.638,372.01,2018.0,Transit
EPIC 212024672.01,EPIC 212024672,3.697161,,,,127.794149,20.6641564,3120.0,0.245,,474.3418,2018.0,Transit
EPIC 212301649.01,EPIC 212301649,1.225,,,,201.4621196,-17.4831758,5222.0,0.836336,0.89,461.318,2016.0,Transit
EPIC 206298289.01,EPIC 206298289,0.434827,1.62,,,337.3577853,-8.2666588,3724.0,0.5,,150.277,2016.0,Transit
EPIC 220526079.01,EPIC 220526079,7.51114,2.98,,,18.0414099,7.3506132,,0.643,,441.434,2019.0,Transit
EPIC 220434612.01,EPIC 220434612,2.010607,1.28,,,11.8772391,5.3862102,3806.0,0.618,0.61,241.243,2021.0,Transit
EPIC 212601505.01,EPIC 212601505,0.72436144,,,,202.6413,-10.5554017,3276.0,0.650416,0.627438,98.10119,2016.0,Transit
EPIC 201352100.01,EPIC 201352100,13.38382,2.7,,608.0,184.0351247,-1.6737612,5113.71,0.65973,0.86,194.195,2018.0,Transit
EPIC 212421749.01,EPIC 212421749,25.3606,3.11,,,200.818058,-14.4242673,,0.815,,521.039,2019.0,Transit
EPIC 211492541.01,EPIC 211492541,1.031746,,,,132.8012702,13.0319453,7598.94,1.85084,1.77,1050.38,2018.0,Transit
EPIC 220571481.01,EPIC 220571481,8.78627,3.16,,,14.7017474,8.402543,,1.184,,545.752,2019.0,Transit
EPIC 201543531.01,EPIC 201543531,2.48038,1.44,,,172.8169888,1.1908377,,1.27,,415.742,2019.0,Transit
EPIC 201247497.01,EPIC 201247497,2.75421,8.4,,,177.9464521,-3.2460183,,0.89,,793.131,2016.0,Transit
EPIC 212096658.01,HIP 41431,1.466473,,,,126.7538167,21.956952,4570.0,0.981,,49.7797,2018.0,Transit
EPIC 246030759.01,EPIC 246030759,29.957262,8.456,,,357.0730126,-8.7006553,4897.0,0.711,0.909,469.827,2021.0,Transit
EPIC 202675839.01,EPIC 202675839,15.466674,16.12109089,,,243.8422245,-28.7802178,5807.0,1.231429,,427.205,2016.0,Transit
EPIC 214254518.01,EPIC 214254518,5.059,1.12,,,285.4760265,-26.9630173,4310.0,0.67224,0.67,88.1751,2017.0,Transit
EPIC 211834065.01,EPIC 211834065,10.545,,,,132.547984,17.7992816,6046.92,1.95293,1.12,514.288,2016.0,Transit
EPIC 202688980.01,EPIC 202688980,1.45556515,71.0,,,244.2208049,-28.7303903,,2.043,,462.95,2016.0,Transit
EPIC 211993818.01,HIP 41232,8.986,,,,126.2049365,20.1529633,5523.32,11.8634,,322.628,2016.0,Transit
EPIC 206135267.01,HIP 109695 A,2.573088,34.0,,,333.294586,-11.177324,5165.0,2.5,,48.3153,2016.0,Transit
EPIC 211897272.01,EPIC 211897272,11.2362,2.25,,,126.8998198,18.6867675,,0.955,,276.98,2019.0,Transit
EPIC 211988320.01,EPIC 211988320,63.8432,2.78,,,136.0883061,20.065397,,0.594,,202.801,2017.0,Transit
EPIC 204165788.01,HIP 80474,0.7474,,,,246.3961379,-23.4053136,,,,133.312,2017.0,Transit
EPIC 202600948.01,EPIC 202600948,5.9895,2.04,,,247.9793338,-29.0642073,,1.03,,144.192,2019.0,Transit
EPIC 210605073.01,EPIC 210605073,0.567055,16.22,,,65.623286,17.0378768,7020.0,1.42,,1629.15,2016.0,Transit
EPIC 216892056.01,EPIC 216892056,2.786008,1.9,,,291.673532,-21.5401303,,0.42,,45.7494,2017.0,Transit
EPIC 218901589.01,EPIC 218901589,1.658223,0.867,,,286.0818194,-17.9389031,,0.917,,126.069,2019.0,Transit
EPIC 212409658.01,EPIC 212409658,3.746332,1.638,,,201.2040701,-14.6943019,4395.0,0.726,0.795,358.223,2021.0,Transit
EPIC 203929178.01,EPIC 203929178,1.153886,99.0,,,252.4227596,-24.3737862,6841.0,1.8,,588.018,2016.0,Transit
EPIC 212066407.01,EPIC 212066407,0.8218241,6.1,,,129.83855,21.3907526,,2.66,,905.484,2016.0,Transit
EPIC 211886472.01,EPIC 211886472,19.64,,,,137.132549,18.528433,6516.17,2.11864,1.34,501.182,2016.0,Transit
EPIC 212735133.01,EPIC 212735133,7.685505,2.084,,,202.262238,-7.3789629,5176.0,0.703,0.695,689.524,2021.0,Transit
EPIC 204576757.01,EPIC 204576757,23.277669,32.8,,,247.1574907,-21.7675731,4379.0,0.68,,423.406,2016.0,Transit
EPIC 212133517.01,EPIC 212133517,9.73605539,,,,126.1744434,22.6888782,5508.0,0.946449,0.97,465.051,2016.0,Transit
EPIC 212270970.01,EPIC 212270970,1.717,,,,207.7914221,-18.4617958,6049.0,1.69089,1.13,941.744,2016.0,Transit
EPIC 211920811.01,EPIC 211920811,9.49259,,,,130.8071744,19.0368972,4645.01,7.25626,,1514.47,2018.0,Transit
EPIC 246061904.02,EPIC 246061904,20.676056,3.302,,,346.0424212,-7.9825154,4572.0,0.765,0.881,309.923,2021.0,Transit
EPIC 211964332.01,EPIC 211964332,7.220537,,,,129.7034817,19.6912228,5420.0,0.932,,657.667,2018.0,Transit
EPIC 210967369.01,EPIC 210967369,7.1149,0.9835,,,52.9355857,22.4598921,5534.0,0.953,0.845,267.405,2022.0,Transit
EPIC 206151047.01,EPIC 206151047,0.35840528,1.92,,,333.7150426,-10.769157,5862.0,1.04,,612.027,2016.0,Transit
EPIC 212159623.01,EPIC 212159623,4.70751,1.52,,,127.6541149,23.2451004,,0.998,,329.537,2019.0,Transit
EPIC 205148699.01,EPIC 205148699,4.377339,31.9,,,253.1604535,-19.1616989,,1.691,,476.35,2016.0,Transit
EPIC 246088339.01,EPIC 246088339,2.988541,3.504,,,353.7202859,-7.3941695,5761.0,1.023,0.877,551.496,2021.0,Transit
EPIC 206133795.01,EPIC 206133795,13.8543,3.18,,,330.7218052,-11.2150863,,1.848,,379.338,2019.0,Transit
